attr_id,adj,label
confederacy.n.01,red,Yes
confederacy.n.01,rich,No
confederacy.n.01,serious,No
confederacy.n.01,sinister,No
confederacy.n.01,spoiled,No
confederacy.n.01,stupid,No
confederacy.n.01,suspicious,No
confederacy.n.01,technical,No
confederacy.n.01,tight,No
confederacy.n.01,unlinked,No
confederacy.n.01,unorthodox,No
confederacy.n.01,unserviceable,No
confederacy.n.01,valiant,No
confidence.n.02,alien,No
confidence.n.02,all-encompassing,No
confidence.n.02,analytical,Yes
confidence.n.02,aspirational,Yes
confidence.n.02,atypical,No
confidence.n.02,authorized,No
confidence.n.02,bereft,No
confidence.n.02,clear,No
confidence.n.02,conceivable,Yes
confidence.n.02,correct,Yes
confidence.n.02,courteous,No
confidence.n.02,dazzling,No
confidence.n.02,deliberate,Yes
confidence.n.02,discernible,Yes
confidence.n.02,enshrined,No
confidence.n.02,even-handed,No
confidence.n.02,fashionable,No
confidence.n.02,favourable,No
confidence.n.02,fresh,No
confidence.n.02,friendly,No
confidence.n.02,headstrong,Yes
confidence.n.02,heavier,No
confidence.n.02,honourable,No
confidence.n.02,inhumane,No
confidence.n.02,innovatory,No
confidence.n.02,invisible,No
confidence.n.02,joyful,Yes
confidence.n.02,lawful,No
confidence.n.02,meritorious,No
confidence.n.02,noble,No
confidence.n.02,on-going,No
confidence.n.02,profit-making,No
confidence.n.02,proscribed,No
confidence.n.02,protective,No
confidence.n.02,reliable,Yes
confidence.n.02,rich,No
confidence.n.02,same,No
confidence.n.02,sensitized,No
confidence.n.02,serious,No
confidence.n.02,static,No
confidence.n.02,stupid,No
confidence.n.02,succinct,No
confidence.n.02,technical,No
confidence.n.02,tiresome,No
confidence.n.02,truthful,No
confidence.n.02,unjust,No
confidence.n.02,unlinked,No
confidence.n.02,unorthodox,No
confidence.n.02,unrecognised,No
confidence.n.02,watchful,No
connection.n.01,alien,No
connection.n.01,all-encompassing,No
connection.n.01,aspirational,No
connection.n.01,bereft,No
connection.n.01,bright,No
connection.n.01,exact,No
connection.n.01,inhumane,No
connection.n.01,invisible,No
connection.n.01,joyful,No
connection.n.01,modesty,No
connection.n.01,noble,No
connection.n.01,plentiful,No
connection.n.01,profit-making,No
connection.n.01,rich,No
connection.n.01,solitary,Yes
connection.n.01,suspicious,No
connection.n.01,technical,No
connection.n.01,unlinked,Yes
connection.n.01,unrecognised,No
connection.n.01,user-friendly,No
consistency.n.01,bereft,No
consistency.n.01,clear,No
consistency.n.01,conceivable,No
consistency.n.01,damaged,No
consistency.n.01,despicable,No
consistency.n.01,different,No
consistency.n.01,discernible,No
consistency.n.01,foolhardy,No
consistency.n.01,fresh,No
consistency.n.01,honourable,No
consistency.n.01,inconceivable,No
consistency.n.01,inhumane,No
consistency.n.01,modesty,No
consistency.n.01,on-going,No
consistency.n.01,same,No
consistency.n.01,solitary,No
consistency.n.01,technical,No
consistency.n.01,tight,No
consistency.n.01,tiresome,No
consistency.n.01,unceasing,No
conspicuousness.n.02,accurate,No
conspicuousness.n.02,analytical,No
conspicuousness.n.02,aspirational,No
conspicuousness.n.02,atypical,No
conspicuousness.n.02,authorized,No
conspicuousness.n.02,bereft,No
conspicuousness.n.02,careless,No
conspicuousness.n.02,clear,Yes
conspicuousness.n.02,conceivable,No
conspicuousness.n.02,conspicuous,Yes
conspicuousness.n.02,correct,No
conspicuousness.n.02,courteous,No
conspicuousness.n.02,crowded,No
conspicuousness.n.02,crushed,No
conspicuousness.n.02,damaged,No
conspicuousness.n.02,deliberate,No
conspicuousness.n.02,different,No
conspicuousness.n.02,enshrined,Yes
conspicuousness.n.02,favourable,No
conspicuousness.n.02,foolhardy,No
conspicuousness.n.02,fresh,No
conspicuousness.n.02,headstrong,No
conspicuousness.n.02,honourable,No
conspicuousness.n.02,illuminated,Yes
conspicuousness.n.02,inclined,No
conspicuousness.n.02,inconceivable,No
conspicuousness.n.02,inside,No
conspicuousness.n.02,lawful,No
conspicuousness.n.02,modesty,No
conspicuousness.n.02,monochrome,No
conspicuousness.n.02,multifaceted,No
conspicuousness.n.02,on-going,No
conspicuousness.n.02,potent,No
conspicuousness.n.02,preliminary,No
conspicuousness.n.02,protective,No
conspicuousness.n.02,public,Yes
conspicuousness.n.02,red,No
conspicuousness.n.02,reliable,No
conspicuousness.n.02,rich,No
conspicuousness.n.02,sensitized,No
conspicuousness.n.02,seperate,No
conspicuousness.n.02,sinister,No
conspicuousness.n.02,spoiled,No
conspicuousness.n.02,stimulating,No
conspicuousness.n.02,strange,Yes
conspicuousness.n.02,technical,No
conspicuousness.n.02,tight,No
conspicuousness.n.02,tiresome,No
conspicuousness.n.02,unceasing,No
conspicuousness.n.02,unproductive,No
constancy.n.01,alien,No
constancy.n.01,atypical,No
constancy.n.01,bodily,No
constancy.n.01,clear,No
constancy.n.01,crushed,No
constancy.n.01,different,Yes
constancy.n.01,east,No
constancy.n.01,exceptional,No
constancy.n.01,extension,No
constancy.n.01,favourable,No
constancy.n.01,hunger,No
constancy.n.01,illuminated,No
constancy.n.01,inconceivable,No
constancy.n.01,inhumane,No
constancy.n.01,innovatory,No
constancy.n.01,inside,No
constancy.n.01,invisible,No
constancy.n.01,lawful,No
constancy.n.01,multifaceted,No
constancy.n.01,obese,No
constancy.n.01,profit-making,No
constancy.n.01,public,No
constancy.n.01,sensitized,No
constancy.n.01,seperate,No
constancy.n.01,technical,No
constancy.n.01,truthful,No
constancy.n.01,unorthodox,No
constancy.n.01,unpolluted,No
constancy.n.01,unserviceable,No
constancy.n.01,watchful,No
continuity.n.03,bereft,No
continuity.n.03,bodily,No
continuity.n.03,deliberate,No
continuity.n.03,discernible,No
continuity.n.03,east,No
continuity.n.03,headstrong,No
continuity.n.03,horrible,No
continuity.n.03,on-going,Yes
continuity.n.03,tight,No
continuity.n.03,unlinked,Yes
convenience.n.02,analytical,No
convenience.n.02,aspirational,Yes
convenience.n.02,atypical,No
convenience.n.02,bereft,No
convenience.n.02,bodily,No
convenience.n.02,bright,No
convenience.n.02,clear,No
convenience.n.02,conspicuous,No
convenience.n.02,crowded,No
convenience.n.02,crushed,No
convenience.n.02,dazzling,No
convenience.n.02,despicable,No
convenience.n.02,different,No
convenience.n.02,discernible,Yes
convenience.n.02,exact,No
convenience.n.02,extension,No
convenience.n.02,foolhardy,No
convenience.n.02,fresh,No
convenience.n.02,friendly,Yes
convenience.n.02,heavier,No
convenience.n.02,horrible,No
convenience.n.02,hunger,No
convenience.n.02,inconceivable,No
convenience.n.02,innovatory,No
convenience.n.02,invisible,No
convenience.n.02,monochrome,No
convenience.n.02,monotonous,No
convenience.n.02,obese,No
convenience.n.02,plentiful,Yes
convenience.n.02,proscribed,No
convenience.n.02,red,No
convenience.n.02,reliable,No
convenience.n.02,rich,No
convenience.n.02,same,No
convenience.n.02,seperate,No
convenience.n.02,solitary,No
convenience.n.02,stimulating,No
convenience.n.02,strange,No
convenience.n.02,stupid,No
convenience.n.02,succinct,No
convenience.n.02,suspicious,No
convenience.n.02,tight,No
convenience.n.02,tiresome,No
convenience.n.02,unceasing,No
convenience.n.02,unjust,No
convenience.n.02,unorthodox,No
convenience.n.02,unproductive,No
convenience.n.02,unrecognised,No
convenience.n.02,unserviceable,Yes
convenience.n.02,valiant,No
conventionality.n.03,aspirational,No
conventionality.n.03,conceivable,No
conventionality.n.03,crowded,No
conventionality.n.03,crushed,No
conventionality.n.03,deliberate,No
conventionality.n.03,east,No
conventionality.n.03,enshrined,No
conventionality.n.03,foolhardy,No
conventionality.n.03,friendly,No
conventionality.n.03,inconceivable,No
conventionality.n.03,inside,No
conventionality.n.03,monochrome,No
conventionality.n.03,noble,No
conventionality.n.03,on-going,No
conventionality.n.03,profit-making,No
conventionality.n.03,public,No
conventionality.n.03,responsible,No
conventionality.n.03,suspicious,No
conventionality.n.03,truthful,No
conventionality.n.03,unpolluted,No
convertibility.n.01,aspirational,No
convertibility.n.01,authorized,No
convertibility.n.01,courteous,No
convertibility.n.01,deliberate,No
convertibility.n.01,different,No
convertibility.n.01,even-handed,No
convertibility.n.01,honourable,No
convertibility.n.01,illuminated,No
convertibility.n.01,inhumane,No
convertibility.n.01,invisible,No
convertibility.n.01,lawful,No
convertibility.n.01,on-going,No
convertibility.n.01,proscribed,No
convertibility.n.01,sensitized,No
convertibility.n.01,seperate,No
convertibility.n.01,static,No
convertibility.n.01,strange,No
convertibility.n.01,succinct,No
convertibility.n.01,unorthodox,No
convertibility.n.01,watchful,No
correctness.n.01,accurate,Yes
correctness.n.01,aspirational,No
correctness.n.01,careless,No
correctness.n.01,damaged,No
correctness.n.01,discernible,No
correctness.n.01,inside,No
correctness.n.01,multifaceted,No
correctness.n.01,potent,No
correctness.n.01,public,No
correctness.n.01,unorthodox,No
corruptness.n.02,authorized,No
corruptness.n.02,correct,No
corruptness.n.02,discernible,No
corruptness.n.02,east,No
corruptness.n.02,exceptional,No
corruptness.n.02,extension,No
corruptness.n.02,honourable,Yes
corruptness.n.02,horrible,Yes
corruptness.n.02,illuminated,No
corruptness.n.02,inconclusive,No
corruptness.n.02,invisible,No
corruptness.n.02,joyful,No
corruptness.n.02,multifaceted,No
corruptness.n.02,on-going,No
corruptness.n.02,plentiful,No
corruptness.n.02,preliminary,No
corruptness.n.02,red,No
corruptness.n.02,suspicious,Yes
corruptness.n.02,technical,No
corruptness.n.02,young,No
courage.n.01,authorized,No
courage.n.01,bright,No
courage.n.01,conceivable,No
courage.n.01,damaged,No
courage.n.01,dazzling,No
courage.n.01,east,No
courage.n.01,foolhardy,Yes
courage.n.01,fresh,No
courage.n.01,heavier,No
courage.n.01,inclined,No
courage.n.01,inconceivable,No
courage.n.01,inhumane,No
courage.n.01,joyful,No
courage.n.01,lawful,No
courage.n.01,modesty,No
courage.n.01,multifaceted,No
courage.n.01,noble,Yes
courage.n.01,plentiful,No
courage.n.01,potent,No
courage.n.01,preliminary,No
courage.n.01,proscribed,No
courage.n.01,protective,Yes
courage.n.01,red,No
courage.n.01,responsible,No
courage.n.01,rich,No
courage.n.01,sensitized,No
courage.n.01,static,No
courage.n.01,strange,No
courage.n.01,succinct,No
courage.n.01,unrecognised,No
courtesy.n.03,aspirational,No
courtesy.n.03,bodily,No
courtesy.n.03,careless,No
courtesy.n.03,conspicuous,No
courtesy.n.03,courteous,Yes
courtesy.n.03,damaged,No
courtesy.n.03,discernible,No
courtesy.n.03,east,No
courtesy.n.03,enshrined,No
courtesy.n.03,even-handed,No
courtesy.n.03,friendly,Yes
courtesy.n.03,headstrong,No
courtesy.n.03,honourable,No
courtesy.n.03,hunger,No
courtesy.n.03,innovatory,No
courtesy.n.03,multifaceted,No
courtesy.n.03,noble,No
courtesy.n.03,on-going,No
courtesy.n.03,potent,No
courtesy.n.03,preliminary,No
courtesy.n.03,profit-making,No
courtesy.n.03,reliable,Yes
courtesy.n.03,rich,No
courtesy.n.03,sensitized,No
courtesy.n.03,seperate,No
courtesy.n.03,solitary,No
courtesy.n.03,static,No
courtesy.n.03,tight,No
courtesy.n.03,tiresome,No
courtesy.n.03,unceasing,No
cowardice.n.01,accurate,No
cowardice.n.01,alien,No
cowardice.n.01,atypical,No
cowardice.n.01,chilled,No
cowardice.n.01,clear,No
cowardice.n.01,conceivable,No
cowardice.n.01,conspicuous,No
cowardice.n.01,deliberate,No
cowardice.n.01,exact,No
cowardice.n.01,hunger,No
cowardice.n.01,itty-bitty,No
cowardice.n.01,joyful,No
cowardice.n.01,monotonous,No
cowardice.n.01,preliminary,No
cowardice.n.01,protective,No
cowardice.n.01,red,No
cowardice.n.01,stimulating,No
cowardice.n.01,succinct,No
cowardice.n.01,tiresome,No
cowardice.n.01,unorthodox,No
credibility.n.01,accurate,Yes
credibility.n.01,all-encompassing,No
credibility.n.01,analytical,No
credibility.n.01,aspirational,No
credibility.n.01,atypical,No
credibility.n.01,bereft,No
credibility.n.01,bodily,No
credibility.n.01,bright,No
credibility.n.01,careless,No
credibility.n.01,chilled,No
credibility.n.01,clear,Yes
credibility.n.01,conceivable,No
credibility.n.01,conspicuous,Yes
credibility.n.01,correct,Yes
credibility.n.01,courteous,No
credibility.n.01,crushed,No
credibility.n.01,damaged,No
credibility.n.01,dazzling,No
credibility.n.01,despicable,No
credibility.n.01,different,No
credibility.n.01,discernible,No
credibility.n.01,east,No
credibility.n.01,enshrined,No
credibility.n.01,exceptional,No
credibility.n.01,extension,No
credibility.n.01,fashionable,No
credibility.n.01,fresh,No
credibility.n.01,friendly,No
credibility.n.01,heavier,No
credibility.n.01,hunger,No
credibility.n.01,illuminated,No
credibility.n.01,inconclusive,No
credibility.n.01,inhumane,No
credibility.n.01,innovatory,No
credibility.n.01,invisible,No
credibility.n.01,itty-bitty,No
credibility.n.01,joyful,No
credibility.n.01,lawful,No
credibility.n.01,meritorious,Yes
credibility.n.01,modesty,No
credibility.n.01,monochrome,No
credibility.n.01,monotonous,No
credibility.n.01,multifaceted,No
credibility.n.01,noble,No
credibility.n.01,obese,No
credibility.n.01,on-going,No
credibility.n.01,potent,No
credibility.n.01,profit-making,No
credibility.n.01,proscribed,No
credibility.n.01,protective,No
credibility.n.01,public,No
credibility.n.01,reliable,Yes
credibility.n.01,responsible,Yes
credibility.n.01,rich,No
credibility.n.01,same,No
credibility.n.01,sensitized,No
credibility.n.01,seperate,No
credibility.n.01,serious,No
credibility.n.01,solitary,No
credibility.n.01,spoiled,No
credibility.n.01,static,No
credibility.n.01,stimulating,No
credibility.n.01,strange,No
credibility.n.01,stupid,Yes
credibility.n.01,succinct,No
credibility.n.01,suspicious,Yes
credibility.n.01,tight,No
credibility.n.01,tiresome,No
credibility.n.01,truthful,Yes
credibility.n.01,unceasing,No
credibility.n.01,unlinked,No
credibility.n.01,unorthodox,No
credibility.n.01,unpolluted,No
credibility.n.01,unproductive,No
credibility.n.01,unrecognised,No
credibility.n.01,unserviceable,No
credibility.n.01,user-friendly,No
credibility.n.01,valiant,No
credibility.n.01,watchful,No
credibility.n.01,young,No
crisis.n.01,authorized,No
crisis.n.01,conceivable,Yes
crisis.n.01,dazzling,No
crisis.n.01,deliberate,No
crisis.n.01,extension,No
crisis.n.01,fashionable,No
crisis.n.01,hunger,No
crisis.n.01,inclined,No
crisis.n.01,inconceivable,Yes
crisis.n.01,itty-bitty,Yes
crisis.n.01,meritorious,No
crisis.n.01,potent,No
crisis.n.01,rich,No
crisis.n.01,same,No
crisis.n.01,sensitized,No
crisis.n.01,serious,Yes
crisis.n.01,strange,No
crisis.n.01,unproductive,No
crisis.n.01,valiant,No
crisis.n.01,young,No
criticality.n.02,accurate,No
criticality.n.02,all-encompassing,No
criticality.n.02,analytical,No
criticality.n.02,aspirational,No
criticality.n.02,atypical,No
criticality.n.02,authorized,No
criticality.n.02,bereft,No
criticality.n.02,careless,No
criticality.n.02,chilled,No
criticality.n.02,clear,No
criticality.n.02,conceivable,No
criticality.n.02,conspicuous,No
criticality.n.02,courteous,No
criticality.n.02,dazzling,No
criticality.n.02,deliberate,No
criticality.n.02,despicable,No
criticality.n.02,different,No
criticality.n.02,discernible,No
criticality.n.02,east,No
criticality.n.02,enshrined,No
criticality.n.02,exceptional,No
criticality.n.02,fashionable,No
criticality.n.02,foolhardy,No
criticality.n.02,fresh,No
criticality.n.02,headstrong,No
criticality.n.02,heavier,No
criticality.n.02,honourable,No
criticality.n.02,horrible,No
criticality.n.02,hunger,No
criticality.n.02,illuminated,No
criticality.n.02,inclined,No
criticality.n.02,inconceivable,No
criticality.n.02,inside,No
criticality.n.02,itty-bitty,No
criticality.n.02,lawful,No
criticality.n.02,meritorious,Yes
criticality.n.02,modesty,No
criticality.n.02,monochrome,No
criticality.n.02,noble,No
criticality.n.02,obese,No
criticality.n.02,on-going,No
criticality.n.02,potent,No
criticality.n.02,preliminary,No
criticality.n.02,profit-making,No
criticality.n.02,protective,No
criticality.n.02,red,No
criticality.n.02,responsible,No
criticality.n.02,rich,No
criticality.n.02,same,No
criticality.n.02,serious,No
criticality.n.02,sinister,No
criticality.n.02,solitary,No
criticality.n.02,stimulating,No
criticality.n.02,strange,No
criticality.n.02,technical,No
criticality.n.02,tight,No
criticality.n.02,unceasing,No
criticality.n.02,unjust,No
criticality.n.02,unlinked,No
criticality.n.02,unpolluted,No
cubicity.n.01,accurate,No
cubicity.n.01,all-encompassing,No
cubicity.n.01,analytical,No
cubicity.n.01,aspirational,No
cubicity.n.01,authorized,No
cubicity.n.01,bereft,No
cubicity.n.01,bright,No
cubicity.n.01,careless,No
cubicity.n.01,chilled,No
cubicity.n.01,conceivable,No
cubicity.n.01,correct,No
cubicity.n.01,crowded,No
cubicity.n.01,damaged,No
cubicity.n.01,different,No
cubicity.n.01,discernible,No
cubicity.n.01,east,No
cubicity.n.01,enshrined,No
cubicity.n.01,exact,No
cubicity.n.01,fashionable,No
cubicity.n.01,favourable,No
cubicity.n.01,foolhardy,No
cubicity.n.01,fresh,No
cubicity.n.01,friendly,No
cubicity.n.01,heavier,No
cubicity.n.01,illuminated,No
cubicity.n.01,inconceivable,No
cubicity.n.01,inconclusive,No
cubicity.n.01,inhumane,No
cubicity.n.01,inside,No
cubicity.n.01,itty-bitty,No
cubicity.n.01,meritorious,No
cubicity.n.01,monotonous,No
cubicity.n.01,obese,No
cubicity.n.01,on-going,No
cubicity.n.01,plentiful,No
cubicity.n.01,potent,No
cubicity.n.01,proscribed,No
cubicity.n.01,public,No
cubicity.n.01,rich,No
cubicity.n.01,same,No
cubicity.n.01,seperate,No
cubicity.n.01,spoiled,No
cubicity.n.01,succinct,No
cubicity.n.01,technical,No
cubicity.n.01,truthful,No
cubicity.n.01,unceasing,No
cubicity.n.01,unjust,No
cubicity.n.01,unorthodox,No
cubicity.n.01,user-friendly,No
cubicity.n.01,watchful,No
curliness.n.01,alien,No
curliness.n.01,all-encompassing,No
curliness.n.01,analytical,No
curliness.n.01,crowded,No
curliness.n.01,deliberate,No
curliness.n.01,different,No
curliness.n.01,exceptional,No
curliness.n.01,extension,No
curliness.n.01,fashionable,No
curliness.n.01,foolhardy,No
curliness.n.01,friendly,No
curliness.n.01,illuminated,No
curliness.n.01,inhumane,No
curliness.n.01,inside,No
curliness.n.01,itty-bitty,No
curliness.n.01,joyful,No
curliness.n.01,lawful,No
curliness.n.01,noble,No
curliness.n.01,obese,No
curliness.n.01,on-going,No
curliness.n.01,potent,No
curliness.n.01,preliminary,No
curliness.n.01,profit-making,No
curliness.n.01,proscribed,No
curliness.n.01,public,No
curliness.n.01,red,No
curliness.n.01,responsible,No
curliness.n.01,rich,No
curliness.n.01,solitary,No
curliness.n.01,stimulating,No
curliness.n.01,suspicious,No
curliness.n.01,technical,No
curliness.n.01,unceasing,No
curliness.n.01,unpolluted,No
curliness.n.01,unproductive,No
curliness.n.01,unrecognised,No
curliness.n.01,unserviceable,No
curliness.n.01,user-friendly,No
curliness.n.01,valiant,No
curliness.n.01,young,No
currentness.n.01,alien,No
currentness.n.01,analytical,No
currentness.n.01,aspirational,No
currentness.n.01,bereft,No
currentness.n.01,clear,No
currentness.n.01,conspicuous,No
currentness.n.01,correct,No
currentness.n.01,east,No
currentness.n.01,even-handed,No
currentness.n.01,exact,No
currentness.n.01,fashionable,Yes
currentness.n.01,fresh,Yes
currentness.n.01,illuminated,No
currentness.n.01,inclined,No
currentness.n.01,inconceivable,No
currentness.n.01,inside,No
currentness.n.01,invisible,No
currentness.n.01,lawful,No
currentness.n.01,meritorious,No
currentness.n.01,multifaceted,No
currentness.n.01,plentiful,No
currentness.n.01,preliminary,No
currentness.n.01,public,No
currentness.n.01,red,No
currentness.n.01,responsible,No
currentness.n.01,rich,No
currentness.n.01,same,No
currentness.n.01,serious,No
currentness.n.01,solitary,No
currentness.n.01,static,No
currentness.n.01,strange,No
currentness.n.01,stupid,No
currentness.n.01,succinct,No
currentness.n.01,technical,No
currentness.n.01,tight,No
currentness.n.01,unjust,No
currentness.n.01,unlinked,No
currentness.n.01,unorthodox,No
currentness.n.01,unpolluted,No
currentness.n.01,unrecognised,No
cyclicity.n.01,all-encompassing,No
cyclicity.n.01,aspirational,No
cyclicity.n.01,atypical,No
cyclicity.n.01,bodily,No
cyclicity.n.01,careless,No
cyclicity.n.01,clear,No
cyclicity.n.01,conceivable,No
cyclicity.n.01,conspicuous,No
cyclicity.n.01,damaged,No
cyclicity.n.01,dazzling,No
cyclicity.n.01,deliberate,No
cyclicity.n.01,despicable,No
cyclicity.n.01,different,No
cyclicity.n.01,east,No
cyclicity.n.01,enshrined,No
cyclicity.n.01,even-handed,No
cyclicity.n.01,fashionable,No
cyclicity.n.01,foolhardy,No
cyclicity.n.01,friendly,No
cyclicity.n.01,horrible,No
cyclicity.n.01,hunger,No
cyclicity.n.01,illuminated,No
cyclicity.n.01,inconceivable,No
cyclicity.n.01,inconclusive,No
cyclicity.n.01,inhumane,No
cyclicity.n.01,innovatory,No
cyclicity.n.01,inside,No
cyclicity.n.01,invisible,No
cyclicity.n.01,itty-bitty,No
cyclicity.n.01,joyful,No
cyclicity.n.01,lawful,No
cyclicity.n.01,meritorious,No
cyclicity.n.01,modesty,No
cyclicity.n.01,monochrome,No
cyclicity.n.01,monotonous,Yes
cyclicity.n.01,multifaceted,No
cyclicity.n.01,obese,No
cyclicity.n.01,on-going,Yes
cyclicity.n.01,potent,No
cyclicity.n.01,profit-making,No
cyclicity.n.01,proscribed,No
cyclicity.n.01,public,No
cyclicity.n.01,red,No
cyclicity.n.01,reliable,No
cyclicity.n.01,sensitized,No
cyclicity.n.01,serious,No
cyclicity.n.01,sinister,No
cyclicity.n.01,spoiled,No
cyclicity.n.01,static,Yes
cyclicity.n.01,strange,No
cyclicity.n.01,stupid,No
cyclicity.n.01,tight,No
cyclicity.n.01,unceasing,Yes
cyclicity.n.01,unjust,No
cyclicity.n.01,unorthodox,No
cyclicity.n.01,unrecognised,No
cyclicity.n.01,unserviceable,No
cyclicity.n.01,user-friendly,No
cyclicity.n.01,valiant,No
cyclicity.n.01,watchful,No
degree.n.01,accurate,Yes
degree.n.01,alien,No
degree.n.01,all-encompassing,No
degree.n.01,clear,Yes
degree.n.01,conceivable,Yes
degree.n.01,correct,No
degree.n.01,crowded,No
degree.n.01,crushed,No
degree.n.01,dazzling,Yes
degree.n.01,despicable,No
degree.n.01,discernible,No
degree.n.01,exceptional,Yes
degree.n.01,fresh,No
degree.n.01,friendly,No
degree.n.01,horrible,Yes
degree.n.01,illuminated,No
degree.n.01,inconceivable,Yes
degree.n.01,inhumane,Yes
degree.n.01,inside,No
degree.n.01,invisible,Yes
degree.n.01,meritorious,Yes
degree.n.01,monotonous,No
degree.n.01,preliminary,No
degree.n.01,red,No
degree.n.01,reliable,No
degree.n.01,responsible,No
degree.n.01,same,Yes
degree.n.01,seperate,No
degree.n.01,serious,No
degree.n.01,static,No
degree.n.01,stimulating,Yes
degree.n.01,strange,No
degree.n.01,stupid,No
degree.n.01,technical,No
degree.n.01,tiresome,Yes
degree.n.01,unjust,No
degree.n.01,unlinked,No
degree.n.01,unpolluted,No
degree.n.01,unserviceable,No
degree.n.01,watchful,No
dehiscence.n.01,accurate,No
dehiscence.n.01,alien,No
dehiscence.n.01,all-encompassing,No
dehiscence.n.01,analytical,No
dehiscence.n.01,aspirational,No
dehiscence.n.01,atypical,No
dehiscence.n.01,authorized,No
dehiscence.n.01,bereft,No
dehiscence.n.01,careless,No
dehiscence.n.01,chilled,No
dehiscence.n.01,clear,No
dehiscence.n.01,conceivable,No
dehiscence.n.01,correct,No
dehiscence.n.01,courteous,No
dehiscence.n.01,crushed,No
dehiscence.n.01,dazzling,No
dehiscence.n.01,deliberate,No
dehiscence.n.01,despicable,No
dehiscence.n.01,different,No
dehiscence.n.01,discernible,No
dehiscence.n.01,east,No
dehiscence.n.01,enshrined,No
dehiscence.n.01,even-handed,No
dehiscence.n.01,exact,No
dehiscence.n.01,exceptional,No
dehiscence.n.01,extension,No
dehiscence.n.01,fashionable,No
dehiscence.n.01,favourable,No
dehiscence.n.01,foolhardy,No
dehiscence.n.01,fresh,No
dehiscence.n.01,headstrong,No
dehiscence.n.01,heavier,No
dehiscence.n.01,honourable,No
dehiscence.n.01,horrible,No
dehiscence.n.01,hunger,No
dehiscence.n.01,inclined,No
dehiscence.n.01,inconceivable,No
dehiscence.n.01,inhumane,No
dehiscence.n.01,innovatory,No
dehiscence.n.01,inside,No
dehiscence.n.01,itty-bitty,No
dehiscence.n.01,joyful,No
dehiscence.n.01,lawful,No
dehiscence.n.01,meritorious,No
dehiscence.n.01,modesty,No
dehiscence.n.01,monotonous,No
dehiscence.n.01,multifaceted,No
dehiscence.n.01,obese,No
dehiscence.n.01,on-going,No
dehiscence.n.01,plentiful,No
dehiscence.n.01,preliminary,No
dehiscence.n.01,profit-making,No
dehiscence.n.01,proscribed,No
dehiscence.n.01,protective,No
dehiscence.n.01,public,No
dehiscence.n.01,reliable,No
dehiscence.n.01,responsible,No
dehiscence.n.01,rich,No
dehiscence.n.01,same,No
dehiscence.n.01,sensitized,No
dehiscence.n.01,seperate,No
dehiscence.n.01,sinister,No
dehiscence.n.01,solitary,No
dehiscence.n.01,spoiled,No
dehiscence.n.01,static,No
dehiscence.n.01,strange,No
dehiscence.n.01,stupid,No
dehiscence.n.01,succinct,No
dehiscence.n.01,suspicious,No
dehiscence.n.01,technical,No
dehiscence.n.01,tight,No
dehiscence.n.01,truthful,No
dehiscence.n.01,unceasing,No
dehiscence.n.01,unlinked,No
dehiscence.n.01,unorthodox,No
dehiscence.n.01,unproductive,No
dehiscence.n.01,unrecognised,No
dehiscence.n.01,unserviceable,No
dehiscence.n.01,user-friendly,No
dehiscence.n.01,young,No
depth.n.01,accurate,No
depth.n.01,alien,No
depth.n.01,analytical,No
depth.n.01,aspirational,Yes
depth.n.01,authorized,No
depth.n.01,bodily,No
depth.n.01,conceivable,No
depth.n.01,despicable,No
depth.n.01,discernible,No
depth.n.01,extension,No
depth.n.01,inconceivable,Yes
depth.n.01,meritorious,Yes
depth.n.01,plentiful,No
depth.n.01,proscribed,No
depth.n.01,red,No
depth.n.01,serious,No
depth.n.01,sinister,No
depth.n.01,stupid,Yes
depth.n.01,tiresome,No
depth.n.01,unpolluted,No
destructibility.n.01,accurate,No
destructibility.n.01,alien,No
destructibility.n.01,analytical,No
destructibility.n.01,authorized,No
destructibility.n.01,bereft,No
destructibility.n.01,bright,No
destructibility.n.01,conceivable,No
destructibility.n.01,courteous,No
destructibility.n.01,crushed,Yes
destructibility.n.01,east,No
destructibility.n.01,even-handed,No
destructibility.n.01,exceptional,No
destructibility.n.01,foolhardy,No
destructibility.n.01,fresh,No
destructibility.n.01,hunger,No
destructibility.n.01,inclined,No
destructibility.n.01,inconceivable,No
destructibility.n.01,inconclusive,No
destructibility.n.01,inhumane,No
destructibility.n.01,lawful,No
destructibility.n.01,meritorious,No
destructibility.n.01,monochrome,No
destructibility.n.01,monotonous,No
destructibility.n.01,multifaceted,No
destructibility.n.01,on-going,No
destructibility.n.01,preliminary,No
destructibility.n.01,proscribed,No
destructibility.n.01,protective,No
destructibility.n.01,responsible,No
destructibility.n.01,sensitized,No
destructibility.n.01,seperate,No
destructibility.n.01,solitary,No
destructibility.n.01,stimulating,No
destructibility.n.01,stupid,No
destructibility.n.01,technical,No
destructibility.n.01,truthful,No
destructibility.n.01,unceasing,No
destructibility.n.01,unlinked,No
destructibility.n.01,unorthodox,No
destructibility.n.01,unserviceable,No
difference.n.01,crushed,No
difference.n.01,enshrined,No
difference.n.01,favourable,No
difference.n.01,invisible,No
difference.n.01,multifaceted,Yes
difference.n.01,protective,No
difference.n.01,public,No
difference.n.01,stimulating,No
difference.n.01,tiresome,No
difference.n.01,truthful,No
difficulty.n.04,bereft,No
difficulty.n.04,conceivable,No
difficulty.n.04,different,No
